date,price,sigma,r,regime_signal,portfolio_value,strategy,daily_pnl
2019-01-01,2.228430879316975,0.944283120646259,0.02,Normal,100000.0,SmartWheel(W365),0.0
2019-01-02,2.2284307861469626,0.944283120646259,0.02365000009536743,Normal,94467.9665375966,SmartWheel(W365),-5532.0334624034
2019-01-03,2.270733725020744,0.944283120646259,0.023550000190734863,Normal,93142.20426221596,SmartWheel(W365),-1325.7622753806354
2019-01-04,2.191780161821405,0.944283120646259,0.023580000400543213,Normal,96019.06302653263,SmartWheel(W365),2876.8587643166684
2019-01-05,2.2154399802809244,0.944283120646259,0.023580000400543213,Normal,99961.29022459104,SmartWheel(W365),3942.2271980584046
2019-01-06,2.328370237512953,0.944283120646259,0.023580000400543213,Normal,99707.64638485944,SmartWheel(W365),-253.6438397315942
2019-01-07,2.316611442397296,0.944283120646259,0.023529999256134033,Normal,94018.68807234426,SmartWheel(W365),-5688.958312515184
2019-01-08,2.319473890003371,0.944283120646259,0.024000000953674317,Normal,98213.46680451909,SmartWheel(W365),4194.778732174833
2019-01-09,2.3034657517266863,0.944283120646259,0.023900001049041747,Normal,95963.84865732673,SmartWheel(W365),-2249.618147192363
2019-01-10,2.076233128763096,0.944283120646259,0.02375,Normal,92061.47931125273,SmartWheel(W365),-3902.3693460740033
2019-01-11,2.0996508957323345,0.944283120646259,0.02369999885559082,Normal,97755.88238683269,SmartWheel(W365),5694.403075579961
2019-01-12,2.0865600974357963,0.9430322648467516,0.02369999885559082,Normal,94387.63171592608,SmartWheel(W365),-3368.2506709066074
2019-01-13,2.032768836960455,0.9281085420453622,0.02369999885559082,Normal,89495.08815254927,SmartWheel(W365),-4892.543563376807
2019-01-14,2.100534738061314,0.955809409283864,0.023599998950958254,Normal,94265.82677724355,SmartWheel(W365),4770.738624694277
2019-01-15,2.053715690022273,0.9557801694966596,0.023829998970031737,Normal,96991.76316091524,SmartWheel(W365),2725.936383671695
2019-01-16,2.064027009561786,0.8447385381891236,0.0236299991607666,Normal,97831.98181683054,SmartWheel(W365),840.2186559152906
2019-01-17,2.0980556326229607,0.8697157859420598,0.023550000190734863,Normal,98305.72643406093,SmartWheel(W365),473.74461723038985
2019-01-18,2.0597169245779408,0.8665949107600328,0.023480000495910643,Normal,92295.78755930063,SmartWheel(W365),-6009.938874760293
2019-01-19,2.105750792922864,0.902157113850008,0.023480000495910643,Normal,96639.3360970243,SmartWheel(W365),4343.548537723662
2019-01-20,2.0167793819474995,0.5662211160492513,0.023480000495910643,Normal,96975.80886252521,SmartWheel(W365),336.4727655009192
2019-01-21,2.0249769457607,0.5578713605006121,0.023480000495910643,Normal,99008.3737973648,SmartWheel(W365),2032.5649348395818
2019-01-22,2.057212478407177,0.7436083964537402,0.023450000286102293,Normal,95830.58347552302,SmartWheel(W365),-3177.7903218417778
2019-01-23,2.050810625602326,0.7433448785182171,0.023529999256134033,Normal,95949.63547459287,SmartWheel(W365),119.05199906985217
2019-01-24,2.042046805972482,0.7333876961792164,0.023050000667572023,Normal,92522.91202531177,SmartWheel(W365),-3426.7234492810967
2019-01-25,2.0359319132230147,0.7153442996157251,0.023280000686645506,Normal,92947.25143613198,SmartWheel(W365),424.33941082020465
2019-01-26,2.058737092765753,0.7155639608854832,0.023280000686645506,Normal,96183.29468251804,SmartWheel(W365),3236.0432463860634
2019-01-27,2.028710233441672,0.6583718670083905,0.023280000686645506,Normal,93708.87061872518,SmartWheel(W365),-2474.4240637928597
2019-01-28,1.97416255216849,0.6665953822363879,0.023329999446868897,Normal,95991.26674609259,SmartWheel(W365),2282.3961273674067
2019-01-29,1.9574770352705144,0.6649266563289357,0.02365000009536743,Normal,92026.64671579513,SmartWheel(W365),-3964.620030297461
2019-01-30,1.9955471025352376,0.679293461799651,0.02365000009536743,Normal,94061.43967004491,SmartWheel(W365),2034.7929542497877
2019-01-31,1.9536630936551629,0.6432912537117925,0.023399999141693117,Normal,100643.63083635844,SmartWheel(W365),6582.191166313525
2019-02-01,1.98768069139648,0.6496356415674956,0.023399999141693117,Normal,104302.7777602233,SmartWheel(W365),3659.146923864857
2019-02-02,2.001575682882325,0.6438636260872976,0.023399999141693117,Normal,101060.37608489596,SmartWheel(W365),-3242.4016753273318
2019-02-03,1.9739920649864708,0.6307686428678319,0.023399999141693117,Normal,101309.75389250737,SmartWheel(W365),249.3778076114104
2019-02-04,1.9471618585372528,0.6290163306302641,0.023350000381469727,Normal,99346.08879485742,SmartWheel(W365),-1963.6650976499513
2019-02-05,1.9606016834655493,0.5851390635338207,0.02365000009536743,Normal,101732.92924025767,SmartWheel(W365),2386.840445400245
2019-02-06,1.940090240223515,0.5854814102934498,0.02365000009536743,Normal,102936.62626340825,SmartWheel(W365),1203.6970231505838
2019-02-07,1.936081918994789,0.5848966477701208,0.023550000190734863,Normal,101018.92202250691,SmartWheel(W365),-1917.7042409013375
2019-02-08,2.08358379589494,0.6751839584756176,0.02365000009536743,Normal,102267.52242088581,SmartWheel(W365),1248.6003983788978
2019-02-09,2.075707582132161,0.5109556121694111,0.02365000009536743,Normal,109470.26408214583,SmartWheel(W365),7202.741661260021
2019-02-10,2.1231938153655805,0.5178800502482619,0.02365000009536743,Normal,110200.67675711306,SmartWheel(W365),730.4126749672287
2019-02-11,2.052801352636348,0.537213662080837,0.02375,Normal,107338.87909411611,SmartWheel(W365),-2861.797662996949
2019-02-12,2.054287900397485,0.5253313676441999,0.02378000020980835,Normal,106531.42507788657,SmartWheel(W365),-807.4540162295452
2019-02-13,2.052726629985325,0.5056201742368021,0.02372999906539917,Normal,107620.97402552221,SmartWheel(W365),1089.5489476356452
2019-02-14,2.0412170082014134,0.4970563125984795,0.02372999906539917,Normal,108409.22003705602,SmartWheel(W365),788.2460115338035
2019-02-15,2.0609638730532787,0.4983458951824894,0.02369999885559082,Normal,108103.40723294529,SmartWheel(W365),-305.8128041107266
2019-02-16,2.0507783549427416,0.4934514291861314,0.02369999885559082,Normal,104398.06319079104,SmartWheel(W365),-3705.3440421542473
2019-02-17,2.1014398881720293,0.4983313289686691,0.02369999885559082,Normal,107058.79009067485,SmartWheel(W365),2660.7268998838117
2019-02-18,2.2395788573877,0.5592443345095927,0.02369999885559082,Normal,112476.06699995165,SmartWheel(W365),5417.276909276799
2019-02-19,2.2468230828982128,0.5227506632337356,0.02372999906539917,Normal,113003.6606511182,SmartWheel(W365),527.5936511665495
2019-02-20,2.2747758663303737,0.524075292768627,0.023829998970031737,Normal,113233.28143064905,SmartWheel(W365),229.62077953084372
2019-02-21,2.262123261457839,0.5228662417001573,0.023949999809265137,Normal,110155.50250188312,SmartWheel(W365),-3077.7789287659252
2019-02-22,2.289944005782062,0.5234860872544318,0.023929998874664307,Normal,112723.79963200026,SmartWheel(W365),2568.2971301171347
2019-02-23,2.3824117403853444,0.5438065370086382,0.023929998874664307,Normal,113936.16221599643,SmartWheel(W365),1212.362583996175
2019-02-24,2.155002279425105,0.7043987432235898,0.023929998874664307,Normal,105573.82243709033,SmartWheel(W365),-8362.339778906098
2019-02-25,2.197486842322059,0.7073461931419274,0.023929998874664307,Normal,110000.40467343644,SmartWheel(W365),4426.582236346105
2019-02-26,2.17877726908677,0.7050902489021731,0.024000000953674317,Normal,104208.5556243354,SmartWheel(W365),-5791.849049101045
2019-02-27,2.196174965568636,0.6932313867119864,0.023929998874664307,Normal,106693.62621201006,SmartWheel(W365),2485.070587674665
2019-02-28,2.203010058749383,0.6912192676118883,0.023829998970031737,Normal,111880.036790566,SmartWheel(W365),5186.410578555937
2019-03-01,2.224189077094246,0.6884292042053762,0.02378000020980835,Normal,111626.57168252015,SmartWheel(W365),-253.4651080458425
